ts_code,name,classify,list_date,delist_date
SLOIY,,ADR,20130319,
SLOT,,EQT,20130319,
SLP,,EQT,19970618,
SLQT,,EQT,20200521,
SLRK,,EQT,20120809,
SLROF,,EQT,20160809,
SLRRF,,EQT,20110825,
SLRX,,EQT,20150129,
SLS,,EQT,20080310,
SLSDF,,EQT,19600101,
SLSR,,EQT,19750131,
SLTFF,,EQT,20121106,
SLTN,,EQT,20160111,
SLTQY,,GDR,20141229,
SLTTF,,EQT,20170713,
SLTZ,,EQT,19911111,
SLUP,,EQT,19970318,
SLVFF,,EQT,20030306,
SLVH,,EQT,20120809,
SLVRF,,EQT,20160902,
SLVTF,,EQT,20160224,
SLXXF,,EQT,20100322,
SLYQF,,EQT,20141118,
SLZNF,,EQT,20191112,
SM,,EQT,19921216,
SMAA,,EQT,19830603,
SMAL,,EQT,20120809,
SMAR,,EQT,20180427,
SMAS,,EQT,19970812,
SMATF,,EQT,20190124,
SMAWF,,EQT,20140113,
SMBC,,EQT,19940413,
SMBK,,EQT,20120731,
SMBMF,,EQT,20140113,
SMBMY,,ADR,20110913,
SMBZF,,EQT,19600101,
SMCAY,,ADR,20131018,
SMCBF,,EQT,20140113,
SMCDF,,EQT,20190702,
SMCE,,EQT,20020930,
SMCI,,EQT,20070329,
SMDCF,,EQT,20161116,
SMDM,,EQT,19941110,
SMDXF,,EQT,20120313,
SMDZF,,EQT,19600101,
SMEBF,,EQT,20080313,
SMECF,,EQT,20140113,
SMED,,EQT,19980724,
SMEV,,EQT,19950503,
SMEYF,,EQT,20140730,
SMFG,三井住友,ADR,19750106,
SMFKY,,ADR,20130927,
SMFNF,,EQT,20140113,
SMFRF,,EQT,20140113,
SMFTF,,EQT,20080410,
SMG,,EQT,19920110,
SMGBF,,EQT,20171221,
SMGBY,,ADR,19920921,
SMGI,,EQT,20110831,
SMGKF,,EQT,20091029,
SMGRF,,EQT,20170607,
SMGZY,,ADR,20100129,
SMHI,,EQT,20170602,
SMICY,中芯国际,ADR,20040317,
SMID,,EQT,20120809,
SMIT,,EQT,19950130,
SMIZF,,EQT,20140113,
SMKC,,EQT,20160211,
SMKG,,EQT,19930622,
SMKUY,,ADR,20121004,
SMLP,,EQT,20120929,
SMLR,,EQT,20140222,
SMMC,,EQT,20190806,
SMMCF,,EQT,20140516,
SMMCU,,EQT,20190620,
SMME,,EQT,20060330,
SMMF,,EQT,19990106,
SMMNY,,ADR,20180514,
SMMR,,EQT,20070501,
SMMT,,ADR,20150305,
SMMYY,,ADR,20130226,
SMNCF,,EQT,20160209,
SMNNY,,ADR,20151016,
SMNUF,,EQT,20101230,
SMOFF,,EQT,20141217,
SMP,,EQT,19630523,
SMPBD,,EQT,20180117,
SMPFF,,EQT,20180813,
SMPL,,EQT,20170711,
SMPNY,,ADR,20160518,
SMPP,,EQT,20011101,
SMPR,,EQT,20050414,
SMREF,,EQT,20101005,
SMRH,,EQT,20030408,
SMRL,,EQT,20101029,
SMRN,,EQT,20041202,
SMRT,,EQT,19920422,
SMSEY,,ADR,20130308,
SMSI,,EQT,19950919,
SMSMY,,ADR,20010109,
SMSOF,,EQT,20120504,
SMSZF,,EQT,20200514,
SMTC,,EQT,19740319,
SMTGF,,EQT,20080821,
SMTI,,EQT,19960701,
SMTLF,,EQT,20190819,
SMTOF,,EQT,20140113,
SMTOY,,ADR,19910328,
SMTS,,EQT,20140113,
SMTTF,,EQT,20181029,
SMTUF,,EQT,20030625,
SMTX,,EQT,20000721,
SMUPF,,EQT,20140113,
SMUUY,,ADR,20120621,
SMVE,,EQT,20060704,
SMVI,,EQT,20060130,
SMVR,,EQT,20100924,
SMVS,,EQT,20050715,
SMWPY,,ADR,20100820,
SMWZF,,EQT,20190227,
SMXMF,,EQT,20120724,
SNA,,EQT,19721214,
SNANF,,EQT,20140113,
SNAP,Snap,EQT,20170302,
SNAS,中建担保,EQT,20120724,
SNAVF,,EQT,19600101,
SNBIF,,EQT,20151012,
SNBP,,EQT,20160602,
SNBR,,EQT,19981204,
SNCA,,EQT,20061207,
SNCAF,,EQT,20140113,
SNCGF,,EQT,20110304,
SNCPF,,EQT,20171102,
SNCR,,EQT,20060614,
SNCVF,,EQT,20140403,
SND,,EQT,20161104,
SNDD,,EQT,20140718,
SNDE,,EQT,20160902,
SNDH,,EQT,20030903,
SNDL,森迪尔斯,EQT,20190801,
SNDR,,EQT,20170406,
SNDVF,,EQT,20170411,
SNDX,,EQT,20160314,
SNDY,,EQT,19980311,
SNDZ,,EQT,20070216,
SNE,索尼,ADR,19700917,
SNECQ,,EQT,20111214,
SNEGF,,EQT,20161117,
SNEJF,,EQT,20140113,
SNES,,EQT,20161208,
SNFCA,,EQT,19870812,
SNFRF,,EQT,19960917,
SNFRY,中化化肥,ADR,20120320,
SNGNF,,EQT,20040915,
SNGSF,,EQT,20140113,
SNGX,,EQT,19950725,
SNGY,,EQT,20110930,
SNHLF,,EQT,20050928,
SNHPF,,EQT,20170421,
SNIOF,,EQT,19600101,
SNIPF,,EQT,20140130,
SNIRF,,EQT,20140113,
SNKOF,,EQT,20170824,
SNLAF,,EQT,20140113,
SNLAY,信和置业,ADR,19940107,
SNLC,,EQT,19940317,
SNLKF,,EQT,20140113,
SNLM,,EQT,20020808,
SNLP,,EQT,20040421,
SNLS,,EQT,20001204,
SNMBQ,,EQT,19830712,
SNMCY,,ADR,20100127,
SNMMF,,EQT,20150507,
SNMN,,EQT,19990810,
SNMP,,EQT,20061114,
SNMRF,,EQT,20140113,
SNMRY,,ADR,20081027,
SNMSF,,EQT,20150929,
SNMYF,,EQT,20140113,
SNN,,ADR,19991116,
SNNAF,,EQT,20140113,
SNNAQ,,EQT,20170727,
SNNC,,EQT,20140210,
SNNF,,EQT,20171012,
SNNGF,,EQT,20140113,
SNNJF,,EQT,19600101,
SNNN,,EQT,20170530,
SNNT,,EQT,20030625,
SNNUF,,EQT,20140113,
SNNVF,,EQT,20180111,
SNNY,,EQT,20130716,
SNOA,,EQT,20070125,
SNOIF,,EQT,20140113,
SNOTF,,EQT,20140113,
SNP,中石化,ADR,20001018,
SNPHF,,EQT,20140113,
SNPHY,,ADR,20110831,
SNPKF,,EQT,20160127,
SNPMF,,EQT,20030731,
SNPS,,EQT,19920226,
SNPTF,,EQT,20130620,
SNPW,,EQT,20060508,
SNPXF,,EQT,20170811,
SNR,,EQT,20141027,
SNRAF,,EQT,20140113,
SNRG,,EQT,20181211,
SNROF,,EQT,20141031,
SNRR,,EQT,19970513,
SNRS,,EQT,19960410,
SNRY,,EQT,20120809,
SNSFF,,EQT,19600101,
SNSGF,,EQT,19971027,
SNSS,,EQT,20050112,
SNST,,EQT,20020731,
SNTE,,EQT,20060210,
SNTLF,,EQT,20190222,
SNTW,,EQT,20150724,
SNTX,,EQT,20010109,
SNTZ,,EQT,20010205,
SNUYF,,EQT,20140107,
SNV,,EQT,19780810,
SNVFF,,EQT,19600101,
SNVP,,EQT,20081023,
SNVPRD,,EQT,20180613,
SNVPRE,,EQT,20190626,
SNVVF,,EQT,20180820,
SNWAF,,EQT,20140113,
SNWR,,EQT,20011031,
SNWV,,EQT,20081008,
SNX,,EQT,19970228,
SNY,,ADR,20020628,
SNYFY,,ADR,20081013,
SNYL,,EQT,20040514,
SNYNF,,EQT,20140113,
SNYR,,EQT,20160602,
SNYYF,,EQT,20120301,
SNZYQ,,EQT,20180110,
SNZZF,,EQT,20190828,
SO,美国南方,EQT,19620702,
SOAC,,EQT,20200626,
SOACF,,EQT,20140113,
SOACU,,EQT,20200506,
SOAN,,EQT,20140718,
SOBKY,,ADR,20190328,
SOBS,,EQT,20120809,
SOCJF,,EQT,20140113,
SOCLF,,EQT,20140113,
SODE,,EQT,20080818,
SODI,,EQT,20120809,
SOEN,,EQT,20051004,
SOFO,,EQT,19980422,
SOFT,,EQT,20100819,
SOGFF,,EQT,20140113,
SOGO,搜狗,ADR,20171109,
SOHFF,,EQT,20141027,
SOHGF,,EQT,20200616,
SOHI,,EQT,20000621,
SOHL,,EQT,20070321,
SOHMF,,EQT,20140113,
SOHO,,EQT,20041217,
SOHOF,,EQT,20071212,
SOHU,搜狐,ADR,20000707,
SOHVF,,EQT,20140113,
SOHVY,,ADR,20110727,
SOI,,EQT,20170512,
SOIEF,,EQT,20140113,
SOIS,,EQT,19811201,
SOL,昱辉阳光,ADR,20080115,
SOLCF,,EQT,20170921,
SOLI,,EQT,20071023,
SOLLF,,EQT,20060608,
SOLLY,,ADR,20180129,
SOLN,,EQT,20190814,
SOLO,,EQT,20170901,
SOLQ,,EQT,20191112,
SOLS,,EQT,20120216,
SOLTF,,EQT,20140113,
SOLU,,EQT,19930921,
SOLVY,,ADR,20161004,
SOLY,,EQT,20190220,
SOMC,,EQT,20120828,
SOME,,EQT,20000908,
SOMLF,,EQT,20140113,
SOMLY,,ADR,19860321,
SOMMF,,EQT,20140113,
SOMMY,,ADR,20100406,
SOMNF,,EQT,20140113,
SON,,EQT,19721214,
SONA,,EQT,20061101,
SONM,,EQT,20190510,
SONN,,EQT,20050704,
SONO,搜诺思,EQT,20180802,
SONR,,EQT,19901029,
SONT,,EQT,20020109,
SONVF,,EQT,19941130,
SONVY,,ADR,20100512,
SOOBF,,EQT,20140113,
SOPK,,EQT,20060714,
SOPV,,EQT,20100917,
SOQDQ,,EQT,20030206,
SORT,,EQT,19931221,
SOSCF,,EQT,20140113,
SOSO,,EQT,19950307,
SOSSF,,EQT,19891010,
SOST,,EQT,20121112,
SOTDF,,EQT,20130625,
SOTGY,,ADR,20180723,
SOTK,,EQT,19870306,
SOUB,,EQT,20190611,
SOUG,搜三百,EQT,20101130,
SOUHY,,ADR,20150518,
SOUL,,EQT,20160602,
SOUPQ,,EQT,20120809,
SOYO,,EQT,20011015,
SP,,EQT,20040526,
SPAQ,,EQT,20181002,
SPAQU,,EQT,20180810,
SPASF,,EQT,20140113,
SPAZF,,EQT,20140113,
SPB,,EQT,19620702,
SPBBF,,EQT,20180501,
SPBV,,EQT,19970626,
SPCB,,EQT,19990421,
SPCE,维珍银河,EQT,20181121,
SPCO,,EQT,19620702,
SPDC,,EQT,19931216,
SPDE,,EQT,19960208,
SPDL,,EQT,20120120,
SPEC,,EQT,20120502,
SPFI,,EQT,20190509,
SPFYF,,EQT,20191024,
SPG,西蒙地产,EQT,19931020,
SPGI,,EQT,19620702,
SPGMF,,EQT,20140113,
SPGX,,EQT,20160602,
SPGYF,,EQT,20140115,
SPGZ,,EQT,19930519,
SPH,,EQT,19960229,
SPHDF,,EQT,20080418,
SPHM,,EQT,19970805,
SPHRF,,EQT,20140113,
SPHRY,,ADR,20030909,
SPHS,,EQT,20110109,
SPHUF,,EQT,20140113,
SPHXF,,EQT,20140113,
SPI,,EQT,20160108,
SPIDY,,ADR,20130918,
SPIN,,EQT,19990324,
SPIR,,EQT,19831213,
SPIWF,,EQT,20180725,
SPIZF,,EQT,20121008,
SPKE,,EQT,20140729,
SPKEP,,EQT,20171214,
SPKKY,,ADR,19910612,
SPKOY,,ADR,20150623,
SPKTF,,EQT,20140113,
SPLIF,,EQT,20150428,
SPLK,,EQT,20120419,
SPLM,,EQT,20070423,
SPLN,,EQT,20061120,
SPLP,,EQT,20110420,
SPLPPRA,,EQT,20190201,
SPLY,,EQT,20141217,
SPMI,,EQT,20021107,
SPMMF,,EQT,20160916,
SPMTF,,EQT,20160802,
SPMYY,,ADR,20010710,
SPN,,EQT,20190927,
SPND,,EQT,19910516,
SPNE,,EQT,20150619,
SPNI,,EQT,20070611,
SPNRF,,EQT,19600101,
SPNS,,EQT,19920529,
SPNUF,,EQT,20140113,
SPNZF,,EQT,20120621,
SPOC,,EQT,19950911,
SPOI,,EQT,20010814,
SPOK,,EQT,20041117,
SPOM,,EQT,19830510,
SPONF,,EQT,20191015,
SPOS,,EQT,20010109,
SPOT,,EQT,20180403,
SPOWF,,EQT,19940113,
SPOXF,,EQT,19600101,
SPOZF,,EQT,20150813,
SPPDQ,,EQT,20170725,
SPPGF,,EQT,20140604,
SPPH,,EQT,20010306,
SPPI,,EQT,19960926,
SPPJY,,EQT,19981105,
SPQDF,,EQT,20190130,
SPQS,,EQT,19901002,
SPR,,EQT,20061121,
SPRBF,,EQT,20180118,
SPRL,,EQT,19881123,
SPRN,,EQT,20110621,
SPRO,,EQT,20171102,
SPRS,,EQT,19960805,
SPRT,,EQT,20000718,
SPRV,,EQT,19901101,
SPRWF,,EQT,19600101,
SPRZ,,EQT,20131031,
SPSAF,,EQT,20181022,
SPSC,,EQT,20100423,
SPSO,,EQT,20040420,
SPSTF,,EQT,20140113,
SPSTY,,ADR,20100127,
SPSY,,EQT,19901228,
SPT,,EQT,20191213,
SPTJF,,EQT,20140113,
SPTN,,EQT,20000802,
SPUP,,EQT,20131106,
SPVNF,,EQT,20131001,
SPWH,,EQT,20140417,
SPWR,,EQT,20051109,
SPXA,,EQT,20080702,
SPXC,,EQT,19720802,
SPXCF,,EQT,20140113,
SPXCY,,ADR,20120523,
SPXP,,EQT,19971020,
SPXSF,,EQT,20140113,
SPXSY,,ADR,20130930,
SPXXF,,EQT,20121101,
SPYR,,EQT,19961007,
SQ,,EQT,20151120,
SQBG,,EQT,20021016,
SQCC,,EQT,20100428,
SQCF,,EQT,20130306,
SQFL,,EQT,20160805,
SQIDF,,EQT,19600101,
SQM,,ADR,19930921,
SQNNY,,EQT,20180207,
SQNS,,ADR,20110415,
SQNXF,,EQT,20140113,
SQRMF,,EQT,20180904,
SQTI,,EQT,20071030,
SQZZF,,EQT,20140113,
SR,,EQT,19620702,
SRAC,,EQT,20200102,
SRACU,,EQT,20191108,
SRAFF,,EQT,19600101,
SRAMF,,EQT,20200507,
SRAWY,,ADR,20171005,
SRAX,,EQT,20121013,
SRBBF,,EQT,20180427,
SRBCF,,EQT,20110401,
SRBGF,,EQT,20130820,
SRBIF,,EQT,20140113,
SRBT,,EQT,20100427,
SRBZF,,EQT,20180606,
SRC,,EQT,20120920,
SRCAF,,EQT,20141009,
SRCE,,EQT,19830812,
SRCGF,,EQT,20140113,
SRCH,,EQT,20010823,
SRCL,,EQT,19960823,
SRCO,,EQT,19801203,
SRCRF,,EQT,20100811,
SRCX,,EQT,20041019,
SRDX,,EQT,19980304,
SRE,桑普拉能,EQT,19540430,
SREDF,,EQT,20140113,
SREDY,,ADR,20081013,
SREPRA,,EQT,20180108,
SREPRB,,EQT,20180712,
SREV,,EQT,20110329,
SRG,,EQT,20150706,
SRGE,,EQT,20050915,
SRGHY,,ADR,20081023,
SRGMF,,EQT,20191009,
SRGZ,,EQT,20120809,
SRHBF,,EQT,20140113,
SRHBY,,ADR,20081111,
SRHGF,,EQT,20140113,
SRHIF,,EQT,20140113,
SRHYY,,ADR,20171201,
SRI,,EQT,19971010,
SRII,,EQT,19970423,
SRKZF,,EQT,20110810,
SRL,,EQT,19750127,
SRLP,,EQT,20131025,
SRLTF,,EQT,20140113,
SRLY,,EQT,19980709,
SRLZF,,EQT,19600101,
SRMGF,,EQT,20140113,
SRMLF,,EQT,20110308,
SRMMF,,EQT,20160608,
SRMUF,,EQT,20140113,
SRMX,,EQT,19901114,
SRNA,,EQT,20110406,
SRNE,,EQT,19891127,
SRNN,,EQT,19951005,
SRNW,,EQT,20051222,
SRNXF,,EQT,20190911,
SROYF,,EQT,20180117,
SRPRA,,EQT,20190515,
SRPT,,EQT,19970604,
SRPX,,EQT,19970401,
SRRA,,EQT,20150716,
SRRE,,EQT,20010109,
SRRHF,,EQT,20181018,
SRRK,,EQT,20180524,
SRRPF,,EQT,20160714,
SRRTF,,EQT,20150616,
SRSCQ,,EQT,20140113,
SRSG,,EQT,20081110,
SRSIF,,EQT,20140113,
SRSK,,EQT,19620702,
SRSN,,EQT,19981030,
SRSR,,EQT,19971106,
SRT,,EQT,19970619,
SRTS,,EQT,20160726,
SRTSF,,EQT,20130413,
SRTTY,,ADR,20190221,
SRUP,,EQT,20161031,
SRUS,,EQT,20020816,
SRUTF,,EQT,20180710,
SRVTF,,EQT,20160629,
SRWRF,,EQT,20140113,
SRXXF,,EQT,20140113,
SRYB,,EQT,20101018,
SSAAF,,EQT,20140113,
SSAAY,,ADR,20110727,
SSB,,EQT,19970128,
SSBI,,EQT,20060713,
SSBP,,EQT,20180202,
SSCFF,,EQT,19600101,
SSCR,,EQT,20181101,
SSD,,EQT,19940524,
SSDOF,,EQT,20140113,
SSDOY,,ADR,19750102,
SSDT,,EQT,20190916,
SSEBF,,EQT,19600101,
SSER,,EQT,20040615,
SSET,,EQT,20131016,
SSEZF,,EQT,20140113,
SSEZY,,ADR,19910617,
SSFT,,EQT,20140904,
SSGOF,,EQT,20140530,
SSHC,,EQT,20120809,
SSHPF,,EQT,20190103,
SSILF,,EQT,20200603,
SSINQ,,EQT,20011024,
SSKN,,EQT,20051031,
SSL,,ADR,19811127,
SSLLF,,EQT,20180625,
SSLYF,,EQT,20121023,
SSLZY,,ADR,19810316,
SSMFF,,EQT,20070727,
SSMLF,,EQT,20160119,
SSMXF,,EQT,20140113,
SSMXY,,ADR,20111017,
SSNC,,EQT,20100331,
SSNEF,,EQT,20140113,
SSNGY,,GDR,20100419,
SSNHZ,,GDR,19951030,
SSNLF,,EQT,20140113,
SSNT,,EQT,20101007,
SSNYY,,ADR,20070801,
SSOF,,EQT,19990521,
SSOK,,EQT,20151209,
SSOL,,EQT,20080702,
SSP,,EQT,19880629,
SSPAF,,EQT,20160511,
SSPC,,EQT,20120727,
SSPK,,EQT,20191002,
SSPKU,,EQT,20190808,
SSPPF,,EQT,20170210,
SSPT,,EQT,19980407,
SSPXF,,EQT,19600101,
SSRAP,,EQT,20030227,
SSRC,,EQT,20061201,
SSREF,,EQT,20141021,
SSREY,,ADR,20110525,
SSRM,,EQT,19960801,
SSTI,,EQT,20170608,
SSTK,,EQT,20121011,
SSTRF,,EQT,19960124,
SSTT,,EQT,20080409,
SSTU,,EQT,19980914,
SSTY,,EQT,19841023,
SSUMF,,EQT,20140113,
SSUMY,,ADR,20020930,
SSUR,,EQT,19930304,
SSVC,,EQT,19931111,
SSVFF,,EQT,19600101,
SSY,,EQT,19721214,
SSYS,Stratasy,EQT,19941020,
SSYT,,EQT,20060331,
ST,,EQT,20100312,
STAA,,EQT,19830707,
STAEF,,EQT,20140113,
STAEY,,ADR,20120601,
STAF,,EQT,20130215,
STAG,,EQT,20110415,
STAGF,,EQT,19780601,
STAGPRC,,EQT,20191126,
STAI,,EQT,19850327,
STAL,,EQT,20200526,
STAR,,EQT,19891115,
STAU,,EQT,20081208,
STAY,,EQT,20131113,
STBA,,EQT,19920421,
STBBF,,EQT,20181019,
STBEF,,EQT,20150811,
STBFF,,EQT,20140806,
STBFY,,ADR,20131011,
STBI,,EQT,20120828,
STBMF,,EQT,20140113,
STBMY,,ADR,20130115,
STBV,,EQT,19880211,
STC,,EQT,19721214,
STCB,,EQT,20121023,
STCC,,EQT,20130430,
STCI,,EQT,20031016,
STCN,,EQT,19940118,
STCO,,EQT,20070125,
STCRQ,,EQT,20050415,
STDAF,,EQT,20140113,
STDAY,,ADR,20170125,
STDE,,EQT,19801008,
STE,,EQT,19920601,
STECF,,EQT,20191105,
STEOF,,EQT,20190702,
STEV,,EQT,20100816,
STFC,,EQT,19910628,
STFXY,,GDR,20100630,
STFYF,,GDR,20100630,
STG,尚德机构,EQT,20180323,
STGAF,,EQT,20091229,
STGGQ,,EQT,20131024,
STGPF,,EQT,20140728,
STGZ,,EQT,20010125,
STHC,,EQT,19901010,
STHHF,,EQT,20171211,
STHI,,EQT,20000612,
STIE,,EQT,20120809,
STIM,,EQT,20180702,
STJO,,EQT,20040628,
STJPF,,EQT,20140113,
STKAF,,EQT,20140113,
STKKF,,EQT,20140624,
STKL,,EQT,19811117,
STKR,,EQT,19960126,
STKS,,EQT,20131023,
STKXF,,EQT,20140113,
STL,,EQT,19990108,
STLB,,EQT,19920311,
STLD,,EQT,19961121,
STLFF,,EQT,20200512,
STLHF,,EQT,20170620,
STLJF,,EQT,20140113,
STLM,,EQT,20020925,
STLT,,EQT,20070412,
STLXF,,EQT,20140113,
STLY,,EQT,19921110,
STM,,ADR,19941208,
STMDF,,EQT,20170609,
STMEF,,EQT,20140113,
STMGF,,EQT,20040224,
STMH,,EQT,20180605,
STMNF,,EQT,20140113,
STMP,,EQT,19990624,
STN,,EQT,20050805,
STND,,EQT,20180525,
STNE,,EQT,20181025,
STNG,,EQT,20100404,
STNT,,EQT,20120522,
STNX,,EQT,19880607,
STOHF,,EQT,20071001,
STOK,Stoke Th,EQT,20190619,
STON,,EQT,20140828,
STOR,,EQT,20141118,
STOSF,,EQT,20140113,
STPJF,,EQT,20140113,
STQN,,EQT,19901010,
STQNF,,EQT,20161229,
STRA,,EQT,19960725,
STRB,,EQT,19951220,
STREF,,EQT,20160511,
STRH,,EQT,20030721,
STRI,,EQT,20091106,
STRL,,EQT,19910708,
STRM,,EQT,19960418,
STRNY,,ADR,20080514,
STRO,,EQT,20180927,
STRRF,,EQT,20121130,
STRS,,EQT,19920701,
STRT,,EQT,19950210,
STRXF,,EQT,20130521,
STRZ,,EQT,19970925,
STSA,,EQT,20190913,
STSBF,,EQT,19600101,
STSC,,EQT,20100729,
STSEY,,ADR,20200513,
STSN,,EQT,20071231,
STT,,EQT,19721214,
STTH,,EQT,20160602,
STTLF,,EQT,20181129,
STTPRG,,EQT,20180124,
STTSY,,ADR,20130910,
STTTF,,EQT,20190923,
STTX,,EQT,20120426,
STUO,,EQT,20080812,
STVA,,EQT,20130625,
STVMF,,EQT,20191018,
STWC,,EQT,20100331,
STWD,,EQT,20090812,
STWRY,,ADR,20050929,
STX,希捷,EQT,20021209,
STXB,,EQT,20180504,
STXMF,,EQT,20140113,
STXPF,,EQT,20200622,
STXS,,EQT,20040805,
STXXF,,EQT,20190710,
STYLA,,EQT,20000728,
STYS,,EQT,20041101,
STZ,,EQT,19860701,
STZ.B,,EQT,19740319,
STZHF,,EQT,20171211,
STZU,,EQT,20020320,
SU,,EQT,19931201,
SUAFF,,EQT,20150420,
SUBB,,EQT,20061129,
SUBCY,,ADR,19980617,
SUCEF,,EQT,20140113,
SUEZF,,EQT,20140113,
SUEZY,,ADR,20141008,
SUFF,,EQT,20050211,
SUGBY,,ADR,20010109,
SUGR,,EQT,20070404,
SUHJF,,EQT,20140113,
SUHJY,新鸿基,ADR,19920724,
SUI,,EQT,19931116,
SUIC,,EQT,20080404,
SUIFF,,EQT,20140113,
SULZF,,EQT,20140113,
SUM,,EQT,20150312,
SUMCF,,EQT,20140113,
SUME,,EQT,20120809,
SUMGF,,EQT,20190307,
SUMR,,EQT,20050503,
SUMXF,,EQT,20140113,
SUN,,EQT,20120920,
SUNC,,EQT,19970122,
SUND,,EQT,20050204,
SUNR,,EQT,19970502,
SUNTF,,EQT,20010521,
SUNW,,EQT,20060126,
SUNYF,,EQT,20121214,
SUOPY,,ADR,20080219,
SUP,,EQT,19710504,
SUPGF,,EQT,20170919,
SUPN,,EQT,20120501,
SUPV,,ADR,20160519,
SURDF,,EQT,20140113,
SURF,,EQT,20180419,
SURG,,EQT,20070508,
SURJF,,EQT,19600101,
SURRF,,EQT,20120202,
SURRY,,ADR,20130522,
SURVF,,EQT,20140113,
SUTI,,EQT,20070726,
SUTNY,,ADR,20110402,
SUUB,,EQT,20060109,
SUUIF,,EQT,20140113,
SUVRF,,EQT,20140113,
SUVZ,,EQT,19950224,
SUWCF,,EQT,20130524,
SUWN,,EQT,20120809,
SUZ,,EQT,20010109,
SUZQF,,GDR,20100428,
SUZRY,,ADR,20160609,
SUZXY,,GDR,20171111,
SVA,,EQT,20030219,
SVAD,,EQT,20120910,
SVAP,,EQT,20090417,
SVAUF,,EQT,20170329,
SVBI,,EQT,20020322,
SVBL,,EQT,19961121,
SVBRF,,EQT,19600101,
SVBT,,EQT,20180607,
SVC,,EQT,20160701,
SVCBF,,EQT,20110616,
SVCBY,,ADR,19840104,
SVCTF,,EQT,20140113,
SVGAF,,EQT,19600101,
SVIN,,EQT,19970725,
SVJTY,,GDR,20130910,
SVKEF,,EQT,20140113,
SVLKF,,EQT,20090603,
SVLPF,,EQT,19600101,
SVLT,,EQT,20121011,
SVM,,EQT,19911127,
SVMK,,EQT,20180926,
SVMMF,,EQT,20160416,
SVMN,,EQT,20030721,
SVMRF,,EQT,20140113,
SVNBY,,ADR,20130409,
SVNDF,,EQT,20140113,
SVNDY,,ADR,20081013,
SVNJ,,EQT,20031021,
SVNLF,,EQT,20140113,
SVNLY,,EQT,20081022,
SVNNF,,EQT,20140807,
SVNWF,,EQT,20140113,
SVPLF,,EQT,20070515,
SVRA,,EQT,20001016,
SVRGF,,EQT,20141104,
SVRH,,EQT,20160524,
SVROF,,EQT,20110402,
SVSE,,EQT,20030430,
SVSN,,EQT,20100607,
SVSO,,EQT,19980427,
SVSVF,,EQT,20140115,
SVT,,EQT,19700311,
SVTE,,EQT,20121009,
SVTLQ,,EQT,20010109,
SVTMF,,EQT,20140113,
SVTRF,,EQT,20140113,
SVUFF,,EQT,20190109,
SVVB,,EQT,20160517,
SVVDF,,EQT,20111209,
SVVZF,,EQT,20110815,
SVXA,,EQT,19940804,
SVYSF,,EQT,20140113,
SWAV,,EQT,20190307,
SWBI,,EQT,19981105,
SWCC,,EQT,20040226,
SWCH,,EQT,20171006,
SWCKF,,EQT,20140924,
SWDAF,,EQT,20140113,
SWDBF,,EQT,20140113,
SWDBY,,ADR,19980218,
SWDHF,,EQT,20140113,
SWDHY,,ADR,20130626,
SWEE,,EQT,20170329,
SWGAF,,EQT,20140113,
SWGAY,,ADR,20100322,
SWGI,,EQT,20160721,
SWGNF,,EQT,20140113,
SWHI,,EQT,20090107,
SWI,,EQT,20181019,
SWIOU,,EQT,20140917,
SWIR,,EQT,20000505,
SWISF,,EQT,20191107,
SWJ,,EQT,20181011,
SWK,,EQT,19660615,
SWKH,,EQT,19990921,
SWKS,,EQT,19680313,
SWM,,EQT,19951107,
SWMAF,,EQT,20140113,
SWMAY,,EQT,20081022,
SWMD,,EQT,20010919,
SWN,,EQT,19721214,
SWNG,,EQT,19981215,
SWNLF,,EQT,20140113,
SWNM,,EQT,20010109,
SWPFF,,EQT,20130103,
SWPIF,,EQT,20140113,
SWPRF,,EQT,20140113,
SWRAF,,EQT,20140113,
SWRAY,太古,ADR,19940721,
SWRBF,,EQT,20140113,
SWRBY,太古,ADR,20010109,
SWRI,,EQT,20020725,
SWRL,,EQT,20100810,
SWRM,,EQT,19990208,
SWSDF,,EQT,20150422,
SWSSF,,EQT,19600101,
SWT,,EQT,20191108,
SWTX,,EQT,20190913,
SWWI,,EQT,19930707,
SWX,,EQT,19721214,
SWYBY,,ADR,20120705,
SWYDF,,EQT,19600101,
SWZCF,,EQT,20140113,
SWZNF,,EQT,20140127,
SXC,,EQT,20110721,
SXGAF,,EQT,20140113,
SXHHF,,EQT,20140113,
SXI,,EQT,19660711,
SXMVF,,EQT,20140115,
SXNTF,,EQT,20180807,
SXOOF,,EQT,20111201,
SXT,,EQT,19690102,
SXTC,,EQT,20190104,
SXYAY,,ADR,20151111,
SY,新氧,ADR,20190503,
SYAAF,,EQT,20130425,
SYANY,,ADR,20110215,
SYATF,,EQT,19600101,
SYBF,,EQT,20100812,
SYBJF,,EQT,20140113,
SYBRQ,,EQT,19830813,
SYBT,,EQT,19930324,
SYBX,,EQT,20151001,
SYCRF,,EQT,20060802,
SYDDF,,EQT,20140113,
SYEV,,EQT,19980223,
SYF,,EQT,20140731,
SYFHF,,EQT,20100317,
SYFPRA,,EQT,20191107,
SYHBF,,EQT,20140113,
SYHLF,,EQT,20150723,
SYHO,,EQT,20000112,
SYIEF,,EQT,20140113,
SYIEY,,ADR,20081013,
SYITF,,EQT,20181022,
SYK,,EQT,19790502,
